Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note,areaConvex,areaBBox,majSideRectangle,minSideRectangle,orientationRectangle,majAxisEllipse,minAxisEllipse,orientationEllipse,eccentricityEllipse
P2040031.JPG,2026-04-20,Region,0,0,PDIG,2049.7,2039.9,17.9,13.08,0.0,U,1546.3,2056.4,44.7,43.9,22.47,44.9,40.2,3.44,0.446
